iataCode,cityName,airportName,countryCode
CVH,Caviahue,Caviahue Airport,AR
CVI,Caleta Olivia,Caleta Olivia Airport,AR
CVJ,General Mariano Matamoros,General Mariano Matamoros Airport,MX
CVL,Cape Vogel,Cape Vogel Airport,PG
CVM,General Pedro J. Mendez,General Pedro J. Mendez International Airport,MX
CVN,Clovis,Clovis Municipal Airport,US
CVO,Corvallis,Corvallis Municipal Airport,US
CVQ,Carnarvon,Carnarvon Airport,AU
CVS,Cannon,Cannon Air Force Base,US
CVT,Coventry,Coventry Airport,GB
CVU,Corvo,Corvo Airport,PT
CWA,Central Wisconsin,Central Wisconsin Airport,US
CWB,Afonso Pena,Afonso Pena International Airport,BR
CWC,Chernivtsi,Chernivtsi International Airport,UA
CWF,Chennault,Chennault International Airport,US
CWI,Clinton,Clinton Municipal Airport,US
CWJ,Cangyuan Washan,Cangyuan Washan Airport,CN
CWL,Cardiff,Cardiff Airport,GB
CWR,Cowarie,Cowarie Airport,AU
CWS,Center Island,Center Island Airport,US
CWT,Cowra,Cowra Airport,AU
CWW,Corowa,Corowa Airport,AU
CWX,Cochise,Cochise County Airport,US
CXA,Caicara del Orinoco,Caicara del Orinoco Airport,VE
CXB,Cox's Bazar,Cox's Bazar Airport,BD
CXC,Chitina,Chitina Airport,US
CXF,Coldfoot,Coldfoot Airport,US
CXH,Vancouver Harbour Flight Centre,Vancouver Harbour Flight Centre (Coal Harbour Seaplane Base),CA
CXI,Cassidy,Cassidy International Airport,KI
CXJ,Caxias do Sul,Caxias do Sul Airport (Hugo Cantergiani Regional Airport),BR
CXL,Calexico,Calexico International Airport,US
CXN,Candala,Candala Airport,SO
CXO,Lone Star Executive,Lone Star Executive Airport,US
CXP,Tunggul Wulung,Tunggul Wulung Airport,ID
CXQ,Christmas Creek,Christmas Creek Airport,AU
CXR,Cam Ranh,Cam Ranh International Airport,VN
CXT,Charters Towers,Charters Towers Airport,AU
CXY,Cat Cay,Cat Cay Airport,BS
CYA,Antoine-Simon,Antoine-Simon Airport,HT
CYB,Charles Kirkconnell,Charles Kirkconnell International Airport,KY
CYC,Caye Chapel,Caye Chapel Airport,BZ
CYD,San Ignacio Town,San Ignacio Town Airstrip,BZ
CYF,Chefornak,Chefornak Airport,US
CYG,Corryong,Corryong Airport,AU
CYI,Chiayi,Chiayi Airport,TW
CYL,Coyoles,Coyoles Airport,HN
CYM,Chatham,Chatham Seaplane Base,US
CYO,Vilo Acuna,Vilo Acuna Airport,CU
CYP,Calbayog,Calbayog Airport,PH
CYR,Colonia,Colonia Airport (Laguna de los Patos Intn'l Airport),UY
CYS,Cheyenne,Cheyenne Regional Airport (Jerry Olson Field),US
CYT,Yakataga,Yakataga Airport,US
CYU,Cuyo,Cuyo Airport,PH
CYW,Captain Rogelio Castillo National,Captain Rogelio Castillo National Airport,MX
CYX,Chersky,Chersky Airport,RU
CYZ,Cauayan,Cauayan Airport,PH
CZA,Chichen Itza,Chichen Itza International Airport,MX
CZB,Carlos Ruhl,Carlos Ruhl Airport,BR
CZC,Copper Center 2,Copper Center 2 Airport,US
CZE,Jose Leonardo Chirino,Jose Leonardo Chirino Airport,VE
CZF,Cape Romanzof LRRS,Cape Romanzof LRRS Airport,US
CZH,Corozal,Corozal Airport,BZ
CZJ,Corazon de Jesus,Corazon de Jesus Airport,PA
CZK,Cascade Locks State,Cascade Locks State Airport,US
CZL,Mohamed Boudiaf,Mohamed Boudiaf International Airport,DZ
CZM,Cozumel,Cozumel International Airport,MX
CZN,Chisana,Chisana Airport,US
CZO,Chistochina,Chistochina Airport,US
CZP,Cape Pole,Cape Pole Seaplane Base,US
CZS,Cruzeiro do Sul,Cruzeiro do Sul International Airport,BR
CZT,Dimmit,Dimmit County Airport,US
CZU,Las Brujas,Las Brujas Airport,CO
CZW,Czestochowa-Rudniki,Czestochowa-Rudniki Airport,PL
CZX,Changzhou Benniu,Changzhou Benniu Airport,CN
CZY,Cluny,Cluny Airport,AU
DAA,Davison Army,Davison Army Airfield,US
DAB,Daytona Beach,Daytona Beach International Airport,US
DAC,Shahjalal,Shahjalal International Airport,BD
DAD,Da Nang,Da Nang International Airport,VN
DAF,Daup,Daup Airport,PG
DAG,Barstow-Daggett,Barstow-Daggett Airport,US
DAH,Dathina,Dathina Airport,YE
DAK,Dakhla Oasis,Dakhla Oasis Airport,EG
DAL,Dallas,Dallas Love Field,United States
DAM,Damascus,Damascus International Airport,SY
DAN,Danville,Danville Regional Airport,US
DAO,Dabo,Dabo Airport,PG
DAP,Darchula,Darchula Airport,NP
DAR,Julius Nyerere,Julius Nyerere International Airport,TZ
DAS,Great Bear Lake,Great Bear Lake Airport,CA
DAT,Datong Yungang,Datong Yungang Airport,CN
DAU,Daru,Daru Airport,PG
DAV,Enrique Malek,Enrique Malek International Airport,PA
DAX,Dazhou Heshi,Dazhou Heshi Airport,CN
DAY,Dayton,Dayton International Airport,US
DAZ,Darwaz,Darwaz Airport,AF
DBA,Dalbandin,Dalbandin Airport,PK
DBB,Al Alamain,Al Alamain International Airport,EG
DBC,Baicheng Chang'an,Baicheng Chang'an Airport,CN
DBD,Dhanbad,Dhanbad Airport,IN
DBK,Dutch Bay,Dutch Bay Seaplane Base,LK
DBM,Debre Marqos,Debre Marqos Airport,ET
DBN,W. H. 'Bud' Barron,W. H. 'Bud' Barron Airport,US
DBO,Dubbo City,Dubbo City Regional Airport,AU
DBP,Debepare,Debepare Airport,PG
DBQ,Dubuque,Dubuque Regional Airport,US
DBS,Dubois,Dubois Municipal Airport,US
DBT,Debre Tabor,Debre Tabor Airport,ET
DBU,Dambulu Oya Tank,Dambulu Oya Tank Seaplane Base,LK
DBV,Dubrovnik,Dubrovnik Airport,HR
DBY,Dalby,Dalby Airport,AU
DCA,Washington D.C.,Ronald Reagan Washington National Airport,United States
DCF,Canefield,Canefield Airport,DM
DCG,Dubai Creek,Dubai Creek Seaplane Base,AE
DCI,Decimomannu,Decimomannu Air Base,IT
DCK,Dahl Creek,Dahl Creek Airport,US
DCM,Castres-Mazamet,Castres-Mazamet Airport,FR
DCN,RAAF Base Curtin,RAAF Base Curtin,AU
DCT,Duncan Town,Duncan Town Airport,BS
DCU,Pryor,Pryor Field Regional Airport,US
DCY,Daocheng Yading,Daocheng Yading Airport,CN
DDC,Dodge City,Dodge City Regional Airport,US
DDG,Dandong Langtou,Dandong Langtou Airport,CN
DDM,Dodoima,Dodoima Airport,PG
DDN,Delta Downs,Delta Downs Airport,AU
DDU,Dadu,Dadu Airport,PK
DEA,Dera Ghazi Khan,Dera Ghazi Khan International Airport,PK
DEB,Debrecen,Debrecen International Airport,HU
DEC,Decatur,Decatur Airport,US
DED,Jolly Grant,Jolly Grant Airport,IN
DEE,Yuzhno-Kurilsk Mendeleyevo,Yuzhno-Kurilsk Mendeleyevo Airport,RU
DEF,Dezful,Dezful Airport,IR
DEH,Decorah,Decorah Municipal Airport,US
DEI,Denis Island,Denis Island Airport,SC
DEL,Delhi,Indira Gandhi International Airport,India
DEM,Dembidolo,Dembidolo Airport,ET
DEN,Denver,Denver International Airport,US
DEP,Daporijo,Daporijo Airport,IN
DER,Derim,Derim Airport,PG
DES,Desroches,Desroches Airport,SC
DET,Coleman A. Young,Coleman A. Young International Airport,US
DEX,Nop Goliath,Nop Goliath Airport,ID
DEZ,Deir ez-Zor,Deir ez-Zor Airport,SY
DFI,Defiance Memorial,Defiance Memorial Airport,US
DFP,Drumduff,Drumduff Airport,AU
DFW,Dallas,Dallas/Fort Worth International Airport,United States
DGA,Dangriga,Dangriga Airport,BZ
DGC,Degeh Bur,Degeh Bur Airport,ET
DGD,Dalgaranga,Dalgaranga Airport,AU
DGE,Mudgee,Mudgee Airport,AU
DGF,Douglas Lake,Douglas Lake Airport,CA
DGK,Dugong Beach Lodge,Dugong Beach Lodge Airstrip,MZ
DGL,Douglas,Douglas Municipal Airport,US
DGM,Dandugama,Dandugama Seaplane Base,LK
DGN,Naval Surface Warfare Center Dahlgren Division,Naval Surface Warfare Center Dahlgren Division,US
DGO,General Guadalupe Victoria,General Guadalupe Victoria International Airport,MX
DGP,Daugavpils,Daugavpils International Airport,LV
DGR,Dargaville,Dargaville Aerodrome,NZ
DGT,Sibulan,Sibulan Airport (Dumaguete Airport),PH
DGU,Dedougou,Dedougou Airport,BF
DGW,Converse,Converse County Airport,US
DHA,King Abdulaziz,King Abdulaziz Air Base,SA
DHB,Deer Harbor Sea Plane Base,Deer Harbor Sea Plane Base,US
DHD,Durham Downs,Durham Downs Airport,AU
DHF,Al Dhafra,Al Dhafra Air Base,AE
DHI,Dhangadhi,Dhangadhi Airport,NP
DHL,Dhala,Dhala Airport,YE
DHM,Gaggal,Gaggal Airport,IN
DHN,Dothan,Dothan Regional Airport,US
DHR,De Kooy,De Kooy Airfield,NL
DHT,Dalhart,Dalhart Municipal Airport,US
DIA,Doha,Doha International Airport,QA
DIB,Dibrugarh,Dibrugarh Airport (Mohanbari Airport),IN
DIE,Arrachart,Arrachart Airport,IR
DIG,Diqing Shangri-La,Diqing Shangri-La Airport,CN
DIJ,Dijon,Dijon Air Base,FR
DIK,Dickinson Theodore Roosevelt,Dickinson Theodore Roosevelt Regional Airport,US
DIL,Presidente Nicolau Lobato,Presidente Nicolau Lobato International Airport,TL
DIM,Dimbokro,Dimbokro Airport,CI
DIN,Dien Bien Phu,Dien Bien Phu Airport,VN
DIP,Diapaga,Diapaga Airport,BF
DIQ,Divinopolis,Divinopolis Airport (Brigadeiro Cabral Airport),BR
DIR,Aba Tenna Dejazmach Yilma,Aba Tenna Dejazmach Yilma International Airport,ET
DIS,Dolisie,Dolisie Airport,CG
DIU,Diu,Diu Airport,IN
DIV,Divo,Divo Airport,CI
DIW,Mawella Lagoon,Mawella Lagoon Seaplane Base,LK
DIY,Diyarbakir,Diyarbakir Airport,TR
DJA,Djougou,Djougou Airport,BJ
DJB,Sultan Thaha,Sultan Thaha Airport,ID
DJE,Djerba-Zarzis,Djerba-Zarzis International Airport,TN
DJG,Tiska Djanet,Tiska Djanet Airport,DZ
DJH,Jebel Ali,Jebel Ali Seaplane Base,AE
DJJ,Sentani,Sentani Airport,ID
DJM,Djambala,Djambala Airport,CG
DJN,Delta Junction,Delta Junction Airport,US
DJO,Daloa,Daloa Airport,CI
DJU,Djupivogur,Djupivogur Airport,IS
DKA,Katsina,Katsina Airport,NG
DKI,Dunk Island,Dunk Island Airport,AU
DKK,Chautauqua County,Chautauqua County/Dunkirk Airport,US
DKR,Leopold Sedar Senghor,Leopold Sedar Senghor International Airport,SN
DKS,Dikson,Dikson Airport,RU
DKV,Docker River,Docker River Airport,AU
DLA,Douala,Douala International Airport,CM
DLB,Dalbertis,Dalbertis Airport,PG
DLC,Dalian Zhoushuizi,Dalian Zhoushuizi International Airport,CN
DLE,Dole-Jura,Dole-Jura Airport,FR
DLF,Laughlin,Laughlin Air Force Base,US
DLG,Dillingham,Dillingham Airport,US
DLH,Duluth,Duluth International Airport,US
DLI,Lien Khuong,Lien Khuong Airport,VN
DLK,Dulkaninna,Dulkaninna Airport,AU
DLL,Dillon,Dillon County Airport,US
DLM,Dalaman,Dalaman Airport,TR
DLN,Dillon,Dillon Airport,US
DLS,Columbia Gorge,Columbia Gorge Regional Airport (The Dalles Municipal Airport),US
DLU,Dali,Dali Airport,CN
DLV,Delissaville,Delissaville Airport,AU
DLY,Dillon's Bay,Dillon's Bay Airport,VU
DLZ,Dalanzadgad,Dalanzadgad Airport,MN
DMA,Davis-Monthan,Davis-Monthan Air Force Base,US
DMB,Taraz,Taraz Airport (Jambyl Airport),KZ
DMD,Doomadgee,Doomadgee Airport,AU
DME,Moscow,Domodedovo International Airport,Russia
DMK,Bangkok,Don Mueang International Airport,Thailand
DMM,Dammam,King Fahd International Airport,Saudi Arabia
DMN,Deming,Deming Municipal Airport,US
DMO,Sedalia,Sedalia Regional Airport,US
DMR,Dhamar,Dhamar Airport,YE
DMT,Diamantino,Diamantino Airport,BR
DMU,Dimapur,Dimapur Airport,IN
DNA,Kadena,Kadena Air Base,JP
DNB,Dunbar,Dunbar Airport,AU
DND,Dundee,Dundee Airport,GB
DNF,Martuba,Martuba Air Base,LY
DNG,Doongan,Doongan Airport,AU
DNH,Dunhuang,Dunhuang Airport,CN
DNI,Wad Medani,Wad Medani Airport,SD
DNK,Dnipropetrovsk,Dnipropetrovsk International Airport,UA
DNL,Daniel,Daniel Field,US
DNM,Denham,Denham Airport,AU
DNN,Dalton,Dalton Municipal Airport,US
DNO,Dianopolis,Dianopolis Airport,BR
DNP,Tribhuvannagar,Tribhuvannagar Airport (Dang Airport),NP
DNQ,Deniliquin,Deniliquin Airport,AU
DNR,Dinard-Pleurtuit-Saint-Malo,Dinard-Pleurtuit-Saint-Malo Airport,FR
DNS,Denison,Denison Municipal Airport,US
DNU,Dinangat,Dinangat Airport,PG
DNV,Vermilion,Vermilion Regional Airport,US
DNX,Galegu,Galegu Airport,SD
DNZ,Denizli Cardak,Denizli Cardak Airport,TR
DOA,Doany,Doany Airport,IR
DOB,Dobo,Dobo Airport,ID
DOC,Dornoch,Dornoch Airport,GB
DOD,Dodoma,Dodoma Airport,TZ
DOE,Djoemoe,Djoemoe Airstrip,SR
DOG,Dongola,Dongola Airport,SD
DOH,Doha,Hamad International Airport,Qatar
DOI,Doini Island,Doini Island Airport,PG
DOK,Donetsk,Donetsk International Airport,UA
DOL,Deauville,Deauville - Saint-Gatien Airport,FR
DOM,Douglas-Charles,Douglas-Charles Airport,DM
DON,Dos Lagunas,Dos Lagunas Airport,GT
DOO,Dorobisoro,Dorobisoro Airstrip,PG
DOP,Dolpa,Dolpa Airport,NP
DOR,Dori,Dori Airport,BF
DOS,Dios,Dios Airport,PG
DOU,Dourados,Dourados Airport (Francisco de Matos Pereira Airport),BR
DOV,Dover,Dover Air Force Base,US
DOX,Dongara,Dongara Airport,AU
DOY,Dongying Shengli,Dongying Shengli Airport,CN
DPA,DuPage,DuPage Airport,US
DPE,Dieppe,Dieppe - Saint-Aubin Airport,FR
DPG,Michael Army,Michael Army Airfield,US
DPL,Dipolog,Dipolog Airport,PH
DPO,Devonport,Devonport Airport,AU
DPS,Ngurah Rai,Ngurah Rai International Airport,ID
DPT,Deputatsky,Deputatsky Airport,RU
DPU,Dumpu,Dumpu Airport,PG
DQA,Daqing Sartu,Daqing Sartu Airport,CN
DQM,Duqm,Duqm International Airport,OM
DRA,Desert Rock,Desert Rock Airport,US
DRB,Derby,Derby Airport,AU
DRC,Dirico,Dirico Airport,AO
DRD,Dorunda,Dorunda Airport,AU
DRE,Drummond Island,Drummond Island Airport,US
DRF,Drift River,Drift River Airport,US
DRG,Deering,Deering Airport,US
DRH,Dabra,Dabra Airport,ID
DRI,Beauregard,Beauregard Regional Airport,US
DRJ,Drietabbetje,Drietabbetje Airstrip,SR
DRK,Drake Bay,Drake Bay Airport,CR
DRN,Dirranbandi,Dirranbandi Airport,AU
DRO,Durango-La Plata,Durango-La Plata County Airport,US
DRR,Durrie,Durrie Airport,AU
DRS,Dresden,Dresden Airport,DE
DRT,Del Rio,Del Rio International Airport,US
DRU,Drummond,Drummond Airport,US
DRV,Dharavandhoo,Dharavandhoo Airport,MV
DRW,Darwin,Darwin International Airport,AU
DRY,Drysdale River,Drysdale River Airport,AU
DSA,Robin Hood Airport Doncaster Sheffield,Robin Hood Airport Doncaster Sheffield,GB
DSC,Dschang,Dschang Airport,CM
DSD,La Desirade,La Desirade Airport (Grande-Anse Airport),GP
DSE,Combolcha,Combolcha Airport,ET
DSG,Dilasag,Dilasag Airport,PH
DSI,Destin Executive,Destin Executive Airport,US
DSK,Dera Ismail Khan,Dera Ismail Khan Airport,PK
DSM,Des Moines,Des Moines International Airport,US
DSN,Ordos Ejin Horo,Ordos Ejin Horo Airport,CN
DSO,Sondok,Sondok Airport,KP
DSS,Blaise Diagne,Blaise Diagne International Airport,SN
DSV,Dansville,Dansville Municipal Airport,US
DSX,Dongsha Island,Dongsha Island Airport,TW
DTA,Delta,Delta Municipal Airport,US
DTB,Silangit,Silangit Airport,ID
DTD,Datadawai,Datadawai Airport,ID
DTE,Bagasbas,Bagasbas Airport,PH
DTH,Furnace Creek,Furnace Creek Airport,US
DTI,Diamantina,Diamantina Airport,BR
DTL,Detroit Lakes,Detroit Lakes Airport (Wething Field),US
DTM,Dortmund,Dortmund Airport,DE
DTN,Shreveport Downtown,Shreveport Downtown Airport,US
DTR,Decatur Shores,Decatur Shores Airport,US
DTU,Wudalianchi,Wudalianchi Airport,CN
DTW,Detroit Metropolitan Wayne,Detroit Metropolitan Wayne County Airport,US
DUA,Durant Regional Airport-Eaker,Durant Regional Airport-Eaker Field,US
DUB,Dublin,Dublin Airport,Ireland
DUC,Halliburton,Halliburton Field,US
DUD,Dunedin,Dunedin International Airport,NZ
DUE,Dundo,Dundo Airport,AO
DUF,Pine Island,Pine Island Airport,US
DUG,Bisbee Douglas,Bisbee Douglas International Airport,US
DUJ,DuBois,DuBois Regional Airport,US
DUK,Dukuduku,Dukuduku Airport,ZA
DUM,Pinang Kampai,Pinang Kampai Airport,ID
DUQ,Duncan,Duncan Airport,CA
DUR,King Shaka,King Shaka International Airport,ZA
DUS,Düsseldorf,Düsseldorf Airport,Germany
DUT,Unalaska,Unalaska Airport,US
DVD,Andavadoaka,Andavadoaka Airport,MG
DVK,Diavik,Diavik Airport,CA
DVL,Devils Lake,Devils Lake Regional Airport (Devils Lake Municipal Airport),US
DVN,Davenport,Davenport Municipal Airport,US
DVO,Francisco Bangoy,Francisco Bangoy International Airport,PH
DVP,Davenport Downs,Davenport Downs Airport,AU
DVR,Daly River,Daly River Airport,AU
DVT,Phoenix Deer Valley,Phoenix Deer Valley Airport,US
DWA,Dwanga,Dwanga Airport (Dwangwa Airport),MW
DWB,Soalala,Soalala Airport,MG
DWC,Dubai,Al Maktoum International Airport,United Arab Emirates
DWD,Dawadmi Domestic,Dawadmi Domestic Airport (King Salman bin Abdul Aziz Domestic Airport),SA
DWH,David Wayne Hooks Memorial,David Wayne Hooks Memorial Airport,US
DWO,Diyawanna Oya,Diyawanna Oya Seaplane Base,LK
DWR,Dwyer,Dwyer Airport,AF
DXB,Dubai,Dubai International Airport,United Arab Emirates
DXD,Dixie,Dixie Airport,AU
DXE,Bruce Campbell,Bruce Campbell Field,US
DXR,Danbury,Danbury Municipal Airport,US
DYA,Dysart,Dysart Airport,AU
DYG,Zhangjiajie Hehua,Zhangjiajie Hehua Airport,CN
DYL,Doylestown,Doylestown Airport,US
DYM,Diamantina Lakes,Diamantina Lakes Airport,AU
DYR,Ugolny,Ugolny Airport,RU
DYS,Dyess,Dyess Air Force Base,US
DYU,Dushanbe,Dushanbe International Airport,TJ
DYW,Daly Waters,Daly Waters Airport,AU
DZA,Dzaoudzi-Pamandzi,Dzaoudzi-Pamandzi International Airport,YT
DZI,Codazzi,Codazzi Airport,CO
DZN,Zhezkazgan,Zhezkazgan Airport,KZ
DZO,Santa Bernardina,Santa Bernardina International Airport,UY
DZU,Dazu,Dazu Air Base,CN
EAA,Eagle,Eagle Airport,US
EAB,Abbs,Abbs Airport,YE
EAE,Siwo,Siwo Airport,VU
EAL,Elenak,Elenak Airport,MH
EAM,Najran Domestic,Najran Domestic Airport,SA
EAN,Phifer,Phifer Airfield,US
EAR,Kearney,Kearney Regional Airport,US
EAS,San Sebastian,San Sebastian Airport,ES
EAT,Pangborn Memorial,Pangborn Memorial Airport,US
EAU,Chippewa Valley,Chippewa Valley Regional Airport,US
EBA,Marina di Campo,Marina di Campo Airport,IT
EBB,Entebbe,Entebbe International Airport,UG
EBD,El Obeid,El Obeid Airport,SD
EBG,El Bagre,El Bagre Airport (El Tomin Airport),CO
EBH,El Bayadh,El Bayadh Airport,DZ
EBJ,Esbjerg,Esbjerg Airport,DK
EBL,Erbil,Erbil International Airport,IQ
EBM,El Borma,El Borma Airport,TN
EBN,Ebadon,Ebadon Airstrip,MH
EBO,Ebon,Ebon Airport,MH
EBS,Webster City,Webster City Municipal Airport,US
EBU,Saint-Etienne-Boutheon,Saint-Etienne-Boutheon Airport,FR
EBW,Ebolowa,Ebolowa Airport,CM
ECA,Iosco,Iosco County Airport,US
ECG,Elizabeth City,Elizabeth City Regional Airport,US
ECH,Echuca,Echuca Airport,AU
ECI,Costa Esmeralda,Costa Esmeralda Airport,NI
ECN,Ercan,Ercan International Airport,CY
ECO,El Encanto,El Encanto Airport,CO
ECP,Northwest Florida Beaches,Northwest Florida Beaches International Airport,US
ECR,El Charco,El Charco Airport,CO
ECS,Mondell,Mondell Field,US
EDA,Edna Bay,Edna Bay Seaplane Base,US
EDB,El Debba,El Debba Airport,SD
EDD,Erldunda,Erldunda Airport,AU
EDE,Northeastern,Northeastern Regional Airport,US
EDF,Elmendorf,Elmendorf Air Force Base,US
EDI,Edinburgh,Edinburgh Airport,United Kingdom
EDK,Captain Jack Thomas,Captain Jack Thomas/El Dorado Airport,US
EDL,Eldoret,Eldoret International Airport,KE
EDM,La Roche-sur-Yon,La Roche-sur-Yon Aerodrome,FR
EDO,Balikesir Koca Seyit,Balikesir Koca Seyit Airport,TR
EDQ,Erandique,Erandique Airport,HN
EDR,Edward River,Edward River Airport,AU
EDW,Edwards,Edwards Air Force Base,US
EED,Needles,Needles Airport,US
EEK,Eek,Eek Airport,US
EEN,Dillant-Hopkins,Dillant-Hopkins Airport,US
EFD,Ellington,Ellington Field,US
EFG,Efogi,Efogi Airport,PG
EFK,Newport State,Newport State Airport,US
EFL,Cephalonia,Cephalonia International Airport,GR
EFW,Jefferson,Jefferson Municipal Airport,US
EGA,Engati,Engati Airport,PG
EGC,Bergerac Dordogne Perigord,Bergerac Dordogne Perigord Airport,FR
EGE,Eagle County,Eagle County Regional Airport,US
EGI,Duke,Duke Field (Eglin Auxiliary Field 3),US
EGL,Neghelle,Neghelle Airport,ET
EGM,Seghe,Seghe Airport,SB
EGN,Geneina,Geneina Airport,SD
EGO,Belgorod,Belgorod International Airport,RU
EGP,Maverick County Memorial,Maverick County Memorial International Airport,US
EGS,Egilsstaoir,Egilsstaoir Airport,IS
EGV,Eagle River Union,Eagle River Union Airport,US
EGX,Egegik,Egegik Airport,US
EHL,El Bolson,El Bolson Airport,AR
EHM,Cape Newenham LRRS,Cape Newenham LRRS Airport,US
EIA,Popondetta,Popondetta Airport,PG
EIB,Eisenach-Kindel,Eisenach-Kindel Airport,DE
EIE,Yeniseysk,Yeniseysk Airport,RU
EIH,Einasleigh,Einasleigh Airport,AU
EIK,Yeysk,Yeysk Airport,RU
EIL,Eielson,Eielson Air Force Base,US
EIN,Eindhoven,Eindhoven Airport,NL
EIS,Terrance B. Lettsome,Terrance B. Lettsome International Airport,VG
EIY,Ein Yahav,Ein Yahav Airfield,IL
EJA,Yariguies,Yariguies Airport,CO
EJH,Al Wajh Domestic,Al Wajh Domestic Airport,SA
EJN,Ejin Banner Taolai,Ejin Banner Taolai Airport,CN
EJT,Enejit,Enejit Airport,MH
EKA,Murray,Murray Field,US
EKB,Ekibastuz,Ekibastuz Airport,KZ
EKD,Elkedra,Elkedra Airport,AU
EKE,Ekereku,Ekereku Airport,GY
EKI,Elkhart,Elkhart Municipal Airport,IN
EKN,Elkins-Randolph,Elkins-Randolph County Airport,US
EKO,Elko,Elko Regional Airport,US
EKS,Shakhtyorsk,Shakhtyorsk Airport,RU
EKT,Eskilstuna,Eskilstuna Airport,SE
EKX,Elizabethtown,Elizabethtown Regional Airport (Addington Field),US
ELA,Eagle Lake,Eagle Lake Airport,US
ELB,Las Flores,Las Flores Airport,CO
ELC,Elcho Island,Elcho Island Airport,AU
ELD,South Arkansas,South Arkansas Regional Airport at Goodwin Field,US
ELE,El Real,El Real Airport,PA
ELF,El Fasher,El Fasher Airport,SD
ELG,El Golea,El Golea Airport,DZ
ELH,North Eleuthera,North Eleuthera Airport,BS
ELI,Elim,Elim Airport,US
ELJ,El Recreo,El Recreo Airport,CO
ELK,Elk City Regional Business,Elk City Regional Business Airport,US
ELL,Ellisras,Ellisras Airport,ZA
ELM,Elmira,Elmira/Corning Regional Airport,US
ELN,Bowers,Bowers Field,US
ELO,Eldorado,Eldorado Airport,AR
ELP,El Paso,El Paso International Airport,US
ELQ,Prince Nayef bin Abdulaziz,Prince Nayef bin Abdulaziz Regional Airport,SA
ELR,Elelim,Elelim Airport,ID
ELS,East London,East London Airport,ZA
ELT,El Tor,El Tor Airport,EG
ELU,Guemar,Guemar Airport,DZ
ELV,Elfin Cove,Elfin Cove Seaplane Base,US
ELW,Ellamar,Ellamar Seaplane Base,US
ELX,El Tigre,El Tigre Airport,VE
ELY,Ely,Ely Airport,US
ELZ,Wellsville,Wellsville Municipal Airport (Tarantine Field),US
EMA,East Midlands,East Midlands Airport,GB
EMD,Emerald,Emerald Airport,AU
EME,Emden,Emden Airport,DE
EMG,Empangeni,Empangeni Airport,ZA
EMI,Emirau,Emirau Airport,PG
EMK,Emmonak,Emmonak Airport,US
EML,Emmen,Emmen Air Base,CH
EMM,Kemmerer,Kemmerer Municipal Airport,US
EMN,Nema,Nema Airport,MR
EMO,Emo,Emo Airport,PG
EMP,Emporia,Emporia Municipal Airport,US
EMS,Embessa,Embessa Airport,PG
EMT,San Gabriel Valley,San Gabriel Valley Airport,US
EMX,El Maiten,El Maiten Airport,AR
EMY,El Minya,El Minya Airport,EG
ENA,Kenai,Kenai Municipal Airport,US
ENB,Eneabba,Eneabba Airport,AU
ENC,Nancy-Essey,Nancy-Essey Airport,FR
END,Vance,Vance Air Force Base,US
ENE,H. Hasan Aroeboesman,H. Hasan Aroeboesman Airport,ID
ENF,Enontekio,Enontekio Airport,FI
ENH,Enshi Xujiaping,Enshi Xujiaping Airport,CN
ENI,El Nido,El Nido Airport,PH
ENJ,El Naranjo,El Naranjo Airport,GT
ENK,Enniskillen,Enniskillen/St Angelo Airport,GB
ENL,Centralia,Centralia Municipal Airport,US
ENN,Nenana,Nenana Municipal Airport,US
ENO,Teniente Amin Ayub Gonzalez,Teniente Amin Ayub Gonzalez Airport,PY
ENS,Enschede Airport Twente,Enschede Airport Twente,NL
ENT,Enewetak Auxiliary,Enewetak Auxiliary Airfield,MH
ENU,Akanu Ibiam,Akanu Ibiam International Airport,NG
ENV,Wendover,Wendover Airport,US
ENW,Kenosha,Kenosha Regional Airport,US
ENY,Yan'an Ershilipu,Yan'an Ershilipu Airport,CN
EOH,Olaya Herrera,Olaya Herrera Airport,CO
EOI,Eday,Eday Airport,GB
EOK,Keokuk,Keokuk Municipal Airport,US
EOR,El Dorado,El Dorado Airport,VE
EOS,Neosho Hugh Robinson,Neosho Hugh Robinson Airport,US
EOZ,Elorza,Elorza Airport,VE
EPA,El Palomar,El Palomar Airport,AR
EPG,Browns,Browns Airport,US
EPH,Ephrata,Ephrata Municipal Airport,US
EPL,Epinal,Epinal - Mirecourt Airport,FR
EPN,Epena,Epena Airport,CG
EPR,Esperance,Esperance Airport,AU
EPS,Arroyo Barril,Arroyo Barril Airport,DO
EPT,Eliptamin,Eliptamin Airport,PG
EPU,Parnu,Parnu Airport,EE
EQS,Esquel,Esquel Airport,AR
ERA,Erigavo,Erigavo Airport,SO
ERB,Pukatja,Pukatja Airport (Ernabella Airport),AU
ERC,Erzincan,Erzincan Airport,TR
ERD,Berdiansk,Berdiansk Airport,UA
ERE,Erave,Erave Airport,PG
ERF,Erfurt-Weimar,Erfurt-Weimar Airport,DE
ERG,Erbogachen,Erbogachen Airport,RU
ERH,Moulay Ali Cherif,Moulay Ali Cherif Airport,MA
ERI,Erie,Erie International Airport (Tom Ridge Field),US
ERL,Erenhot Saiwusu,Erenhot Saiwusu International Airport,CN
ERM,Erechim,Erechim Airport,BR
ERN,Eirunepe,Eirunepe Airport (Amaury Feitosa Tomaz Airport),BR
